"D1.source.country","D1.destination.country"
"United States","Puerto Rico"
"United States","United Arab Emirates"
"United Arab Emirates","United States"
"United Arab Emirates","United States"
"United Arab Emirates","United States"
"United Arab Emirates","United States"
"United Arab Emirates","United States"
"United Arab Emirates","United States"
"United Arab Emirates","Italy"
"United Arab Emirates","United States"
"United Arab Emirates","United States"
"United States","Puerto Rico"
"United States","Dominican Republic"
"United States","Colombia"
"United States","Mexico"
"United States","Jamaica"
"United States","Peru"
"United States","Jamaica"
"United States","Colombia"
"United States","Bahamas"
"United States","Haiti"
"United States","Trinidad and Tobago"
"United States","Dominican Republic"
"United States","Dominican Republic"
"United States","Costa Rica"
"United States","Puerto Rico"
"Cayman Islands","United States"
"United States","United Arab Emirates"
"United States","United Arab Emirates"
"United States","Puerto Rico"
"United States","Aruba"
"United States","Dominican Republic"
"United States","Bermuda"
"United States","Barbados"
"United States","Puerto Rico"
"United States","Colombia"
"United States","Mexico"
"United States","United Arab Emirates"
"United States","Cayman Islands"
"United States","South Africa"
"United States","Jamaica"
"United States","Costa Rica"
"United States","Dominican Republic"
"United States","Jamaica"
"United States","Italy"
"United States","Bahamas"
"United States","Haiti"
"United States","Turks and Caicos Islands"
"United States","Dominican Republic"
"United States","Trinidad and Tobago"
"United States","Puerto Rico"
"United States","Dominican Republic"
"United States","Dominican Republic"
"United States","Puerto Rico"
"United States","Dominican Republic"
"United States","Netherlands Antilles"
"United States","Saint Lucia"
"South Africa","United States"
"Jamaica","United States"
"Jamaica","United States"
"United States","United Arab Emirates"
"Peru","United States"
"Costa Rica","United States"
"Dominican Republic","United States"
"Jamaica","United States"
"Jamaica","United States"
"Jamaica","United States"
"United States","Colombia"
"United States","Puerto Rico"
"United States","Mexico"
"United States","Jamaica"
"United States","Bahamas"
"United States","Puerto Rico"
"United States","Dominican Republic"
"United States","Costa Rica"
"United States","Puerto Rico"
"Colombia","United States"
"Italy","United Arab Emirates"
"Italy","United States"
"Bahamas","United States"
"Bahamas","United States"
"Bahamas","United States"
"Bahamas","United States"
"United States","Puerto Rico"
"Haiti","United States"
"Haiti","United States"
"United States","Puerto Rico"
"Turks and Caicos Islands","United States"
"Turks and Caicos Islands","United States"
"Dominican Republic","United States"
"Trinidad and Tobago","United States"
"Trinidad and Tobago","United States"
"Puerto Rico","United States"
"Puerto Rico","United States"
"Dominican Republic","United States"
"Dominican Republic","United States"
"Dominican Republic","United States"
"Dominican Republic","Puerto Rico"
"Dominican Republic","United States"
"Dominican Republic","United States"
"Dominican Republic","United States"
"Dominican Republic","United States"
"Dominican Republic","Puerto Rico"
"United States","United Arab Emirates"
"United States","United Arab Emirates"
"Costa Rica","United States"
"Costa Rica","United States"
"Puerto Rico","United States"
"Puerto Rico","United States"
"Puerto Rico","United States"
"Puerto Rico","United States"
"Puerto Rico","United States"
"Puerto Rico","United States"
"Puerto Rico","United States"
"Puerto Rico","United States"
"Puerto Rico","United States"
"Puerto Rico","United States"
"Puerto Rico","Dominican Republic"
"Puerto Rico","Dominican Republic"
"Puerto Rico","Dominican Republic"
"Puerto Rico","Virgin Islands"
"Puerto Rico","Virgin Islands"
"Puerto Rico","Netherlands Antilles"
"Puerto Rico","United States"
"Dominican Republic","United States"
"Dominican Republic","United States"
"Dominican Republic","United States"
"Dominican Republic","Puerto Rico"
"Virgin Islands","Puerto Rico"
"Virgin Islands","Puerto Rico"
"Netherlands Antilles","United States"
"Netherlands Antilles","United States"
"Netherlands Antilles","Puerto Rico"
"United States","Puerto Rico"
"Saint Lucia","United States"
"China","Taiwan"
"China","Taiwan"
"China","Taiwan"
"China","Taiwan"
"China","Taiwan"
"China","Taiwan"
"Vietnam","Taiwan"
"China","Taiwan"
"China","Taiwan"
"Taiwan","China"
"Taiwan","Vietnam"
"Taiwan","China"
"Taiwan","China"
"Taiwan","Vietnam"
"Taiwan","China"
"China","Taiwan"
"China","Taiwan"
"China","Taiwan"
"China","Taiwan"
"China","Taiwan"
"China","Taiwan"
"Taiwan","China"
"Taiwan","China"
"Taiwan","China"
"Taiwan","China"
"Taiwan","China"
"Taiwan","China"
"Taiwan","China"
"Vietnam","Taiwan"
"China","Taiwan"
"China","Taiwan"
"China","Taiwan"
"China","Taiwan"
"China","Taiwan"
"Taiwan","China"
"Taiwan","China"
"Taiwan","China"
"Taiwan","China"
"Taiwan","China"
"Taiwan","China"
"Taiwan","China"
"Taiwan","China"
"Taiwan","China"
"Taiwan","China"
"Taiwan","China"
"Taiwan","China"
"China","Taiwan"
"China","Taiwan"
"China","Taiwan"
"China","Taiwan"
"Denmark","Norway"
"Denmark","Sweden"
"Denmark","Sweden"
"Denmark","Norway"
"Nigeria","United Kingdom"
"Ghana","United Kingdom"
"Spain","United Kingdom"
"Spain","United Kingdom"
"Spain","United Kingdom"
"Spain","United Kingdom"
"Kazakhstan","United Kingdom"
"Spain","United Kingdom"
"Algeria","United Kingdom"
"Jordan","United Kingdom"
"Netherlands","United Kingdom"
"Netherlands","United Kingdom"
"Netherlands","United Kingdom"
"Antigua and Barbuda","United Kingdom"
"Antigua and Barbuda","Dominican Republic"
"Antigua and Barbuda","Saint Kitts and Nevis"
"Antigua and Barbuda","Trinidad and Tobago"
"Sweden","United Kingdom"
"Sweden","United Kingdom"
"Greece","United Kingdom"
"United States","United Kingdom"
"United Arab Emirates","United Kingdom"
"United Arab Emirates","Oman"
"United States","United Kingdom"
"Bahrain","Qatar"
"Bahrain","United Kingdom"
"Spain","United States"
"Spain","United Kingdom"
"Spain","United Kingdom"
"Spain","United States"
"Bermuda","United Kingdom"
"Lebanon","United Kingdom"
"Barbados","United Kingdom"
"Norway","Denmark"
"Norway","United Kingdom"
"Thailand","United Kingdom"
"Denmark","Norway"
"Denmark","Belgium"
"Denmark","Germany"
"Denmark","United Kingdom"
"Denmark","United Kingdom"
"Denmark","Germany"
"Denmark","Norway"
"Denmark","Switzerland"
"Italy","United Kingdom"
"India","United Kingdom"
"Sweden","Denmark"
"France","United Kingdom"
"India","United Kingdom"
"United States","United Kingdom"
"United States","Spain"
"Italy","United Kingdom"
"Belgium","Denmark"
"Belgium","United Kingdom"
"France","United Kingdom"
"Hungary","United Kingdom"
"United States","United Kingdom"
"Egypt","United Kingdom"
"France","United States"
"France","United States"
"France","United Kingdom"
"France","United States"
"France","United States"
"Sri Lanka","Maldives"
"Australia","Hong Kong"
"Denmark","United Kingdom"
"South Africa","United Kingdom"
"Italy","United Kingdom"
"China","United Kingdom"
"Mexico","United Kingdom"
"Croatia","United Kingdom"
"India","United Kingdom"
"United States","United Kingdom"
"United States","France"
"United States","Germany"
"United States","United Kingdom"
"United States","Spain"
"United States","Mexico"
"United States","Mexico"
"Russia","United Kingdom"
"Qatar","Bahrain"
"Ireland","United States"
"Ireland","United Kingdom"
"Ireland","United States"
"Germany","Denmark"
"Germany","United Kingdom"
"Germany","United Kingdom"
"Germany","United States"
"United Arab Emirates","United Kingdom"
"Uganda","United Kingdom"
"United States","United Kingdom"
"United States","France"
"Argentina","United Kingdom"
"Portugal","United Kingdom"
"Portugal","United Kingdom"
"Italy","United States"
"Italy","United Kingdom"
"Italy","United Kingdom"
"Italy","United States"
"Italy","United Kingdom"
"Sierra Leone","United Kingdom"
"Sierra Leone","Liberia"
"Germany","United States"
"Germany","United States"
"Germany","United Kingdom"
"Germany","United Kingdom"
"Cayman Islands","Bahamas"
"Gibraltar","United Kingdom"
"Brazil","United Kingdom"
"Grenada","Saint Lucia"
"Italy","United Kingdom"
"Sweden","Denmark"
"Sweden","United Kingdom"
"Sweden","United Kingdom"
"Brazil","United Kingdom"
"Spain","United Kingdom"
"Guatemala","El Salvador"
"Switzerland","United Kingdom"
"Azerbaijan","United Kingdom"
"Germany","United Kingdom"
"Germany","United Kingdom"
"Finland","United States"
"Finland","United Kingdom"
"Finland","United Kingdom"
"Finland","Lithuania"
"Finland","Poland"
"Hong Kong","Australia"
"Hong Kong","United Kingdom"
"Japan","United Kingdom"
"Zimbabwe","South Africa"
"United States","United Kingdom"
"United States","United Kingdom"
"Spain","United Kingdom"
"Spain","United Kingdom"
"South Korea","United Kingdom"
"Isle of Man","United Kingdom"
"Turkey","United Kingdom"
"Saudi Arabia","United Kingdom"
"Jersey","United Kingdom"
"United States","Spain"
"United States","France"
"United States","Ireland"
"United States","Italy"
"United States","Finland"
"United States","United Kingdom"
"United States","United Kingdom"
"United States","Spain"
"United States","United Kingdom"
"United States","Italy"
"United States","France"
"Greece","United Kingdom"
"South Africa","Zimbabwe"
"South Africa","United Kingdom"
"South Africa","Zambia"
"South Africa","Mauritius"
"South Africa","Zimbabwe"
"South Africa","Namibia"
"Greece","United Kingdom"
"Ukraine","United Kingdom"
"Jamaica","United Kingdom"
"Kuwait","United Kingdom"
"Angola","United Kingdom"
"United States","United Kingdom"
"United States","United Kingdom"
"United States","United Kingdom"
"United States","Spain"
"Cyprus","United Kingdom"
"Cyprus","United Kingdom"
"United Kingdom","Spain"
"United Kingdom","Netherlands"
"United Kingdom","Sweden"
"United Kingdom","Denmark"
"United Kingdom","Germany"
"United Kingdom","Italy"
"United Kingdom","Germany"
"United Kingdom","Spain"
"United Kingdom","Spain"
"United Kingdom","Isle of Man"
"United Kingdom","Spain"
"United Kingdom","Spain"
"United Kingdom","France"
"United Kingdom","Spain"
"United Kingdom","Netherlands"
"United Kingdom","Italy"
"United Kingdom","Switzerland"
"Russia","United Kingdom"
"United Kingdom","Spain"
"United Kingdom","Spain"
"United Kingdom","Spain"
"United Kingdom","Algeria"
"United Kingdom","Netherlands"
"United Kingdom","Antigua and Barbuda"
"United Kingdom","Spain"
"United Kingdom","Bermuda"
"United Kingdom","Barbados"
"United Kingdom","France"
"United Kingdom","Italy"
"United Kingdom","Italy"
"United Kingdom","Mexico"
"United Kingdom","Croatia"
"United Kingdom","Portugal"
"United Kingdom","Italy"
"United Kingdom","Italy"
"United Kingdom","Jersey"
"United Kingdom","Jamaica"
"United Kingdom","United States"
"United Kingdom","Cyprus"
"United Kingdom","United States"
"United Kingdom","Malta"
"United Kingdom","Maldives"
"United Kingdom","Mauritius"
"United Kingdom","Italy"
"United Kingdom","France"
"United Kingdom","Italy"
"United Kingdom","Cyprus"
"United Kingdom","Italy"
"United Kingdom","Morocco"
"United Kingdom","Greece"
"United Kingdom","Austria"
"United Kingdom","Spain"
"United Kingdom","Albania"
"United Kingdom","United States"
"United Kingdom","Italy"
"United Kingdom","Saint Lucia"
"United Kingdom","Italy"
"United Kingdom","Italy"
"United Kingdom","Nigeria"
"United Kingdom","Ghana"
"United Kingdom","Spain"
"United Kingdom","Kazakhstan"
"United Kingdom","Jordan"
"United Kingdom","Netherlands"
"United Kingdom","Sweden"
"United Kingdom","Greece"
"United Kingdom","United States"
"United Kingdom","United Arab Emirates"
"United Kingdom","United States"
"United Kingdom","Bahrain"
"United Kingdom","Spain"
"United Kingdom","Lebanon"
"United Kingdom","Norway"
"United Kingdom","Thailand"
"United Kingdom","Italy"
"United Kingdom","India"
"United Kingdom","India"
"United Kingdom","United States"
"United Kingdom","Belgium"
"United Kingdom","France"
"United Kingdom","Hungary"
"United Kingdom","United States"
"United Kingdom","Egypt"
"United Kingdom","France"
"United Kingdom","Denmark"
"United Kingdom","South Africa"
"United Kingdom","China"
"United Kingdom","India"
"United Kingdom","United States"
"United Kingdom","United States"
"United Kingdom","Russia"
"United Kingdom","Ireland"
"United Kingdom","Germany"
"United Kingdom","United Arab Emirates"
"United Kingdom","Uganda"
"United Kingdom","United States"
"United Kingdom","Argentina"
"United Kingdom","Portugal"
"United Kingdom","Italy"
"United Kingdom","Sierra Leone"
"United Kingdom","Germany"
"United Kingdom","Gibraltar"
"United Kingdom","Brazil"
"United Kingdom","Sweden"
"United Kingdom","Brazil"
"United Kingdom","Switzerland"
"United Kingdom","Azerbaijan"
"United Kingdom","Germany"
"United Kingdom","Germany"
"United Kingdom","Finland"
"United Kingdom","Hong Kong"
"United Kingdom","Japan"
"United Kingdom","United States"
"United Kingdom","United States"
"United Kingdom","Spain"
"United Kingdom","South Korea"
"United Kingdom","Turkey"
"United Kingdom","Saudi Arabia"
"United Kingdom","United States"
"United Kingdom","Greece"
"United Kingdom","South Africa"
"United Kingdom","Greece"
"United Kingdom","Ukraine"
"United Kingdom","Kuwait"
"United Kingdom","Angola"
"United Kingdom","United States"
"United Kingdom","United States"
"United Kingdom","Cyprus"
"United Kingdom","Russia"
"United Kingdom","Italy"
"United Kingdom","Portugal"
"United Kingdom","Nigeria"
"United Kingdom","Luxembourg"
"United Kingdom","France"
"United Kingdom","India"
"United Kingdom","Spain"
"United Kingdom","Mexico"
"United Kingdom","United States"
"United Kingdom","France"
"United Kingdom","Germany"
"United Kingdom","Italy"
"United Kingdom","Bahamas"
"United Kingdom","Kenya"
"United Kingdom","France"
"United Kingdom","Japan"
"United Kingdom","Portugal"
"United Kingdom","United States"
"United Kingdom","France"
"United Kingdom","Norway"
"United Kingdom","Romania"
"United Kingdom","China"
"United Kingdom","United States"
"United Kingdom","United States"
"United Kingdom","Spain"
"United Kingdom","Czech Republic"
"United Kingdom","Italy"
"United Kingdom","China"
"United Kingdom","United States"
"United Kingdom","Netherlands"
"United Kingdom","Saudi Arabia"
"United Kingdom","United States"
"United Kingdom","United States"
"United Kingdom","United States"
"United Kingdom","Singapore"
"United Kingdom","Bulgaria"
"United Kingdom","Germany"
"United Kingdom","Norway"
"United Kingdom","Libya"
"United Kingdom","France"
"United Kingdom","Israel"
"United Kingdom","Germany"
"United Kingdom","Italy"
"United Kingdom","Austria"
"United Kingdom","Poland"
"United Kingdom","Canada"
"United Kingdom","Canada"
"United Kingdom","Canada"
"United Kingdom","Canada"
"United Kingdom","Croatia"
"United Kingdom","Switzerland"
"Italy","United Kingdom"
"Portugal","United Kingdom"
"Nigeria","United Kingdom"
"Luxembourg","United Kingdom"
"Zambia","South Africa"
"France","United Kingdom"
"India","United Kingdom"
"Spain","United States"
"Spain","United States"
"Spain","United States"
"Spain","United States"
"Spain","United Kingdom"
"Spain","United Kingdom"
"Spain","United States"
"Spain","United States"
"Spain","United Kingdom"
"United Kingdom","Denmark"
"United Kingdom","Sweden"
"United Kingdom","Finland"
"United Kingdom","United States"
"United Kingdom","United States"
"United States","United Kingdom"
"Oman","United Arab Emirates"
"Mexico","United States"
"Mexico","United Kingdom"
"Mexico","United States"
"United States","Spain"
"United States","France"
"United States","Netherlands Antilles"
"United States","United Kingdom"
"United States","Spain"
"United States","Mexico"
"United States","Italy"
"United States","Virgin Islands"
"Malta","United Kingdom"
"Maldives","Sri Lanka"
"Maldives","United Kingdom"
"Mexico","United States"
"France","United Kingdom"
"Mauritius","South Africa"
"Mauritius","United Kingdom"
"Germany","Denmark"
"Germany","United Kingdom"
"Italy","United States"
"Italy","United Kingdom"
"Italy","United States"
"Italy","United Kingdom"
"Bahamas","Cayman Islands"
"Bahamas","United Kingdom"
"Bahamas","Turks and Caicos Islands"
"Kenya","United Kingdom"
"France","United Kingdom"
"France","United Kingdom"
"France","United Kingdom"
"Japan","United Kingdom"
"Italy","United Kingdom"
"Portugal","United Kingdom"
"United States","France"
"United States","Ireland"
"United States","Germany"
"United States","Italy"
"United States","United Kingdom"
"United States","Spain"
"United States","United Kingdom"
"France","United States"
"France","United States"
"France","United Kingdom"
"Norway","Denmark"
"Norway","Denmark"
"Norway","Denmark"
"Norway","United Kingdom"
"Romania","United Kingdom"
"China","United Kingdom"
"Cyprus","United Kingdom"
"United States","United Kingdom"
"United States","United Kingdom"
"Turks and Caicos Islands","Bahamas"
"Spain","United Kingdom"
"Spain","United Kingdom"
"Trinidad and Tobago","Saint Lucia"
"Czech Republic","United Kingdom"
"Italy","United Kingdom"
"Italy","United Kingdom"
"Dominican Republic","Antigua and Barbuda"
"China","United Kingdom"
"Morocco","United Kingdom"
"United States","United Kingdom"
"Liberia","Sierra Leone"
"Netherlands","United Kingdom"
"Netherlands","United Kingdom"
"Saudi Arabia","United Kingdom"
"El Salvador","Spain"
"United States","United Kingdom"
"United States","United Kingdom"
"United States","United Kingdom"
"Singapore","United Kingdom"
"Singapore","Australia"
"Costa Rica","United States"
"Saint Kitts and Nevis","Antigua and Barbuda"
"Greece","United Kingdom"
"Bulgaria","United Kingdom"
"Germany","United Kingdom"
"Virgin Islands","United States"
"Norway","United Kingdom"
"Australia","Singapore"
"Austria","United Kingdom"
"Trinidad and Tobago","Antigua and Barbuda"
"Spain","United Kingdom"
"Albania","United Kingdom"
"Libya","United Kingdom"
"France","United Kingdom"
"Israel","United Kingdom"
"United States","United Kingdom"
"Italy","United Kingdom"
"Germany","United Kingdom"
"Saint Lucia","Grenada"
"Saint Lucia","United Kingdom"
"Saint Lucia","Trinidad and Tobago"
"Italy","United Kingdom"
"Italy","United Kingdom"
"Italy","United Kingdom"
"Zimbabwe","South Africa"
"Austria","United Kingdom"
"Lithuania","Finland"
"Italy","United Kingdom"
"Poland","Finland"
"Poland","United Kingdom"
"Namibia","South Africa"
"Canada","United Kingdom"
"Canada","United Kingdom"
"Canada","United Kingdom"
"Canada","United Kingdom"
"Croatia","United Kingdom"
"Switzerland","Denmark"
"Switzerland","United Kingdom"
"Switzerland","United Kingdom"
"Dominica","Puerto Rico"
"British Virgin Islands","Puerto Rico"
"Martinique","Puerto Rico"
"Dominican Republic","Puerto Rico"
"Guadeloupe","Puerto Rico"
"Dominican Republic","Puerto Rico"
"Dominican Republic","Puerto Rico"
"Puerto Rico","Dominica"
"Puerto Rico","British Virgin Islands"
"Puerto Rico","Martinique"
"Puerto Rico","Dominican Republic"
"Puerto Rico","Guadeloupe"
"Puerto Rico","Dominican Republic"
"Puerto Rico","Dominican Republic"
"Puerto Rico","Saint Kitts and Nevis"
"Puerto Rico","Dominican Republic"
"Puerto Rico","Virgin Islands"
"Puerto Rico","Virgin Islands"
"Puerto Rico","Netherlands Antilles"
"Puerto Rico","British Virgin Islands"
"Saint Kitts and Nevis","Puerto Rico"
"Dominican Republic","Puerto Rico"
"Virgin Islands","Puerto Rico"
"Virgin Islands","Puerto Rico"
"Netherlands Antilles","Puerto Rico"
"British Virgin Islands","Puerto Rico"
"United Kingdom","France"
"Spain","United Kingdom"
"Spain","United Kingdom"
"Spain","United Kingdom"
"Spain","United Kingdom"
"Spain","United Kingdom"
"Netherlands","United Kingdom"
"Netherlands","United Kingdom"
"Netherlands","United Kingdom"
"Netherlands","United Kingdom"
"Netherlands","United Kingdom"
"France","United Kingdom"
"United Kingdom","Spain"
"United Kingdom","Netherlands"
"United Kingdom","France"
"United Kingdom","Germany"
"United Kingdom","Croatia"
"United Kingdom","Germany"
"United Kingdom","Italy"
"United Kingdom","Guernsey"
"United Kingdom","Germany"
"United Kingdom","Isle of Man"
"United Kingdom","Jersey"
"United Kingdom","France"
"United Kingdom","Italy"
"United Kingdom","Ireland"
"United Kingdom","Portugal"
"United Kingdom","Germany"
"United Kingdom","Ireland"
"France","United Kingdom"
"France","United Kingdom"
"France","United Kingdom"
"France","United Kingdom"
"France","United Kingdom"
"France","United Kingdom"
"Ireland","United Kingdom"
"Germany","United Kingdom"
"United Kingdom","Jersey"
"Croatia","United Kingdom"
"United Kingdom","Jersey"
"Ireland","United Kingdom"
"Ireland","United Kingdom"
"Germany","United Kingdom"
"Germany","United Kingdom"
"Germany","United Kingdom"
"United Kingdom","France"
"United Kingdom","Jersey"
"France","United Kingdom"
"France","United Kingdom"
"United Kingdom","Netherlands"
"United Kingdom","Jersey"
"United Kingdom","Spain"
"United Kingdom","Spain"
"United Kingdom","Netherlands"
"United Kingdom","France"
"United Kingdom","Ireland"
"United Kingdom","Germany"
"United Kingdom","France"
"United Kingdom","Portugal"
"United Kingdom","Guernsey"
"United Kingdom","Jersey"
"United Kingdom","Spain"
"United Kingdom","France"
"Portugal","United Kingdom"
"Portugal","United Kingdom"
"Italy","United Kingdom"
"Guernsey","United Kingdom"
"Guernsey","United Kingdom"
"Guernsey","Jersey"
"Guernsey","United Kingdom"
"Guernsey","United Kingdom"
"United Kingdom","Ireland"
"United Kingdom","Jersey"
"Germany","United Kingdom"
"Germany","United Kingdom"
"Finland","Sweden"
"Finland","Estonia"
"United Kingdom","Jersey"
"United Kingdom","Netherlands"
"Isle of Man","United Kingdom"
"Isle of Man","United Kingdom"
"Isle of Man","United Kingdom"
"Jersey","United Kingdom"
"Jersey","United Kingdom"
"Jersey","United Kingdom"
"Jersey","United Kingdom"
"Jersey","United Kingdom"
"Jersey","United Kingdom"
"Jersey","Guernsey"
"Jersey","United Kingdom"
"Jersey","United Kingdom"
"Jersey","United Kingdom"
"Jersey","United Kingdom"
"Jersey","United Kingdom"
"France","United Kingdom"
"United Kingdom","Isle of Man"
"France","United Kingdom"
"France","United Kingdom"
"United Kingdom","France"
"United Kingdom","Germany"
"United Kingdom","Germany"
"United Kingdom","Isle of Man"
"United Kingdom","Jersey"
"United Kingdom","Italy"
"United Kingdom","Ireland"
"United Kingdom","France"
"United Kingdom","Ireland"
"Italy","United Kingdom"
"Italy","United Kingdom"
"France","United Kingdom"
"United Kingdom","France"
"Ireland","United Kingdom"
"Ireland","United Kingdom"
"Sweden","Finland"
"France","United Kingdom"
"France","United Kingdom"
"United Kingdom","Guernsey"
"United Kingdom","Jersey"
"Portugal","United Kingdom"
"France","United Kingdom"
"Spain","United Kingdom"
"Spain","United Kingdom"
"France","United Kingdom"
"France","United Kingdom"
"United Kingdom","Spain"
"United Kingdom","Spain"
"United Kingdom","Netherlands"
"United Kingdom","France"
"United Kingdom","Ireland"
"United Kingdom","France"
"United Kingdom","Portugal"
"United Kingdom","Guernsey"
"United Kingdom","Jersey"
"United Kingdom","France"
"United Kingdom","France"
"United Kingdom","France"
"United Kingdom","France"
"United Kingdom","France"
"United Kingdom","Spain"
"United Kingdom","France"
"Germany","United Kingdom"
"Estonia","Finland"
"Ireland","United Kingdom"
"Ireland","United Kingdom"
"United Arab Emirates","Bangladesh"
"Thailand","Bangladesh"
"India","Bangladesh"
"Bangladesh","United Arab Emirates"
"Bangladesh","United Arab Emirates"
"Bangladesh","Saudi Arabia"
"Bangladesh","Oman"
"Bangladesh","Thailand"
"Bangladesh","India"
"Bangladesh","India"
"Bangladesh","Saudi Arabia"
"Bangladesh","Qatar"
"Bangladesh","Italy"
"Bangladesh","Hong Kong"
"Bangladesh","Saudi Arabia"
"Bangladesh","Nepal"
"Bangladesh","Malaysia"
"Bangladesh","Kuwait"
"Bangladesh","United Kingdom"
"Bangladesh","Oman"
"Bangladesh","Burma"
"Bangladesh","Singapore"
"India","Bangladesh"
"Qatar","United Arab Emirates"
"United Arab Emirates","Bangladesh"
"United Arab Emirates","Bangladesh"
"Italy","Bangladesh"
"Italy","Germany"
"Germany","Italy"
"Hong Kong","Bangladesh"
"Saudi Arabia","Bangladesh"
"Saudi Arabia","Bangladesh"
"Nepal","Bangladesh"
"Malaysia","Bangladesh"
"Kuwait","Bangladesh"
"Kuwait","Bangladesh"
"United Kingdom","Bangladesh"
"United Kingdom","Bangladesh"
"Oman","Bangladesh"
"Burma","Bangladesh"
"Saudi Arabia","Bangladesh"
"Singapore","Bangladesh"
"Malaysia","Brunei"
"Thailand","Brunei"
"Brunei","Malaysia"
"Brunei","Thailand"
"Brunei","Indonesia"
"Brunei","United Arab Emirates"
"Brunei","Hong Kong"
"Brunei","Saudi Arabia"
"Brunei","Malaysia"
"Brunei","Australia"
"Brunei","Philippines"
"Brunei","Malaysia"
"Brunei","China"
"Brunei","Singapore"
"Brunei","Indonesia"
"Indonesia","Brunei"
"United Arab Emirates","United Kingdom"
"United Arab Emirates","Brunei"
"Hong Kong","Brunei"
"Saudi Arabia","Brunei"
"Malaysia","Brunei"
"United Kingdom","United Arab Emirates"
"Australia","Brunei"
"Philippines","Brunei"
"Malaysia","Brunei"
"China","Brunei"
"Singapore","Brunei"
"Indonesia","Brunei"
"France","Tunisia"
"France","Tunisia"
"France","Tunisia"
"Tunisia","France"
"Tunisia","France"
"Tunisia","France"
"Tunisia","France"
"Tunisia","Germany"
"Tunisia","France"
"Russia","Tunisia"
"Germany","Tunisia"
"Germany","Tunisia"
"Russia","Tunisia"
"France","Tunisia"
"France","Tunisia"
"France","Tunisia"
"France","Tunisia"
"Tunisia","France"
"France","Tunisia"
"Germany","Tunisia"
"Germany","Tunisia"
"Tunisia","Russia"
"Tunisia","Germany"
"Tunisia","Germany"
"Tunisia","Russia"
"Tunisia","Germany"
"France","Tunisia"
"France","Tunisia"
"Tunisia","France"
"Tunisia","France"
"Tunisia","France"
"South Korea","China"
"South Korea","China"
"China","South Korea"
"China","South Korea"
"United Kingdom","Denmark"
"United Kingdom","Norway"
"United Kingdom","Norway"
"United Kingdom","Sweden"
"Germany","France"
"United Kingdom","Germany"
"United Kingdom","Germany"
"United Kingdom","Germany"
"United Kingdom","Italy"
"Belgium","United Kingdom"
"Belgium","United Kingdom"
"Denmark","United Kingdom"
"United Kingdom","Belgium"
"Germany","United Kingdom"
"Sweden","United Kingdom"
"Sweden","Norway"
"Germany","United Kingdom"
"Norway","United Kingdom"
"Germany","United Kingdom"
"Italy","United Kingdom"
"United Kingdom","Belgium"
"Norway","United Kingdom"
"Norway","Sweden"
"France","Germany"
"Botswana","South Africa"
"South Africa","Botswana"
"South Africa","Botswana"
"Botswana","South Africa"
"Botswana","South Africa"
"Botswana","Zimbabwe"
"Botswana","South Africa"
"Botswana","Zambia"
"Zimbabwe","Botswana"
"South Africa","Botswana"
"South Africa","Botswana"
"South Africa","Botswana"
"South Africa","Botswana"
"Zambia","Botswana"
"Botswana","South Africa"
"Botswana","South Africa"
"Japan","Taiwan"
"Netherlands","Thailand"
"Thailand","Netherlands"
"Thailand","United Kingdom"
"Thailand","Taiwan"
"Thailand","Austria"
"Australia","Taiwan"
"China","Taiwan"
"China","Taiwan"
"France","Taiwan"
"Indonesia","Taiwan"
"China","Taiwan"
"China","Taiwan"
"Japan","Taiwan"
"China","Taiwan"
"Indonesia","Taiwan"
"Japan","Taiwan"
"South Korea","Taiwan"
"Guam","Taiwan"
"Vietnam","Taiwan"
"China","Taiwan"
"China","Taiwan"
"Japan","Taiwan"
"Hong Kong","Taiwan"
"Japan","Taiwan"
"China","Taiwan"
"South Korea","Taiwan"
"South Korea","Taiwan"
"United States","Taiwan"
"Taiwan","China"
"Taiwan","China"
"Taiwan","South Korea"
"Taiwan","Macau"
"Taiwan","China"
"Taiwan","Japan"
"Taiwan","China"
"Taiwan","China"
"Taiwan","China"
"Japan","Taiwan"
"Japan","Taiwan"
"Malaysia","Taiwan"
"China","Taiwan"
"United States","Taiwan"
"United Kingdom","Thailand"
"Macau","Taiwan"
"Macau","Taiwan"
"Macau","Taiwan"
"Philippines","Taiwan"
"China","Taiwan"
"Japan","Taiwan"
"Japan","Taiwan"
"Japan","Taiwan"
"China","Taiwan"
"Cambodia","Taiwan"
"China","Taiwan"
"China","Taiwan"
"Taiwan","Macau"
"Japan","Taiwan"
"United States","Taiwan"
"United States","Taiwan"
"Vietnam","Taiwan"
"China","Taiwan"
"Singapore","Taiwan"
"Indonesia","Taiwan"
"China","Taiwan"
"China","Taiwan"
"Taiwan","Japan"
"Taiwan","Thailand"
"Taiwan","Australia"
"Taiwan","China"
"Taiwan","France"
"Taiwan","Indonesia"
"Taiwan","China"
"Taiwan","Japan"
"Taiwan","China"
"Taiwan","Indonesia"
"Taiwan","Japan"
"Taiwan","Guam"
"Taiwan","Vietnam"
"Taiwan","China"
"Taiwan","China"
"Taiwan","Japan"
"Taiwan","Hong Kong"
"Taiwan","China"
"Taiwan","South Korea"
"Taiwan","United States"
"Taiwan","Japan"
"Taiwan","Japan"
"Taiwan","Malaysia"
"Taiwan","China"
"Taiwan","United States"
"Taiwan","Macau"
"Taiwan","Philippines"
"Taiwan","Japan"
"Taiwan","Japan"
